"","site_unique","site_location_name","herbarium_determination","is_uncertain_determination","veg_barcode","standardised_name","standardised_scientific_name","kingdom","taxa_id","family","genus","specific_epithet","infraspecific_rank","infraspecific_epithet","taxa_status","taxa_group","genus_species","authorship","published_in","rank","visit_start_date","site_location_visit_id","primary_gen_barcode","secondary_gen_barcode_1","secondary_gen_barcode_2","secondary_gen_barcode_3","secondary_gen_barcode_4"
"709","NSABHC0012-53607","NSABHC0012","Enneapogon avenaceus",FALSE,"NSA05073","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-19T00:00:00",53607,"NSA05074",NA,NA,NA,NA
"710","NSABHC0014-53609","NSABHC0014","Enneapogon avenaceus",FALSE,"NSA05741","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-21T00:00:00",53609,"NSA05742",NA,NA,NA,NA
"711","NSABHC0010-53605","NSABHC0010","Enneapogon avenaceus",FALSE,"NSA01768","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-04T00:00:00",53605,"NSA01769","NSA 001835","NSA 001836","NSA 001837","NSA 001838"
"712","NSABHC0013-53608","NSABHC0013","Enneapogon avenaceus",FALSE,"NSA05545","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-20T00:00:00",53608,"NSA05546",NA,NA,NA,NA
"713","NSABHC0024-57100","NSABHC0024","Enneapogon avenaceus",FALSE,"NSA07103","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2014-04-22T00:00:00",57100,"NSA  07104","NSA  07060","NSA  07061","NSA  07062","NSA  07063"
"714","NSABHC0009-53604","NSABHC0009","Enneapogon avenaceus",FALSE,"NSA01558","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-03T00:00:00",53604,"NSA01559",NA,NA,NA,NA
"715","NSABHC0009-58026","NSABHC0009","Enneapogon avenaceus",FALSE,"NSA013635","Enneapogon avenaceus","Enneapogon avenaceus (Lindl.) C.E.Hubb.","Plantae","https://id.biodiversity.org.au/name/apni/203323","Poaceae","Enneapogon","avenaceus","NA","NA","accepted","Equisetopsida","Enneapogon avenaceus","(Lindl.) C.E.Hubb.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-13T11:11:06",58026,"NSA013636",NA,NA,NA,NA
"716","NSABHC0024-57100","NSABHC0024","Enteropogon acicularis",FALSE,"NSA07097","Enteropogon acicularis","Enteropogon acicularis (Lindl.) Lazarides","Plantae","https://id.biodiversity.org.au/name/apni/241573","Poaceae","Enteropogon","acicularis","NA","NA","accepted","Equisetopsida","Enteropogon acicularis","(Lindl.) Lazarides","https://id.biodiversity.org.au/reference/apni/44888","Species","2014-04-22T00:00:00",57100,"NSA  07098",NA,NA,NA,NA
"717","NSABHC0014-53609","NSABHC0014","Eragrostis barrelieri",FALSE,"NSA05745","Eragrostis barrelieri","Eragrostis barrelieri Daveau","Plantae","https://id.biodiversity.org.au/name/apni/229634","Poaceae","Eragrostis","barrelieri","NA","NA","accepted","Equisetopsida","Eragrostis barrelieri","Daveau","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-21T00:00:00",53609,"NSA05746",NA,NA,NA,NA
"718","NSABHC0013-53608","NSABHC0013","Eragrostis barrelieri",FALSE,"NSA05481","Eragrostis barrelieri","Eragrostis barrelieri Daveau","Plantae","https://id.biodiversity.org.au/name/apni/229634","Poaceae","Eragrostis","barrelieri","NA","NA","accepted","Equisetopsida","Eragrostis barrelieri","Daveau","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-20T00:00:00",53608,"NSA05482",NA,NA,NA,NA
"719","NSABHC0010-53605","NSABHC0010","Eragrostis barrelieri",FALSE,"NSA01749","Eragrostis barrelieri","Eragrostis barrelieri Daveau","Plantae","https://id.biodiversity.org.au/name/apni/229634","Poaceae","Eragrostis","barrelieri","NA","NA","accepted","Equisetopsida","Eragrostis barrelieri","Daveau","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-04T00:00:00",53605,"NSA01750",NA,NA,NA,NA
"720","NSABHC0014-53609","NSABHC0014","Eragrostis barrelieri",FALSE,"NSA05605","Eragrostis barrelieri","Eragrostis barrelieri Daveau","Plantae","https://id.biodiversity.org.au/name/apni/229634","Poaceae","Eragrostis","barrelieri","NA","NA","accepted","Equisetopsida","Eragrostis barrelieri","Daveau","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-21T00:00:00",53609,"NSA05606",NA,NA,NA,NA
"721","NSABHC0029-58028","NSABHC0029","Eragrostis dielsii",FALSE,"NSA013735","Eragrostis dielsii","Eragrostis dielsii Pilg.","Plantae","https://id.biodiversity.org.au/name/apni/245063","Poaceae","Eragrostis","dielsii","NA","NA","accepted","Equisetopsida","Eragrostis dielsii","Pilg.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-12T15:35:12",58028,NA,NA,NA,NA,NA
"722","NSABHC0012-53607","NSABHC0012","Eragrostis dielsii",FALSE,"NSA05131","Eragrostis dielsii","Eragrostis dielsii Pilg.","Plantae","https://id.biodiversity.org.au/name/apni/245063","Poaceae","Eragrostis","dielsii","NA","NA","accepted","Equisetopsida","Eragrostis dielsii","Pilg.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-19T00:00:00",53607,"NSA05132",NA,NA,NA,NA
"723","NSABHC0024-57100","NSABHC0024","Eragrostis dielsii",FALSE,"NSA07081","Eragrostis dielsii","Eragrostis dielsii Pilg.","Plantae","https://id.biodiversity.org.au/name/apni/245063","Poaceae","Eragrostis","dielsii","NA","NA","accepted","Equisetopsida","Eragrostis dielsii","Pilg.","https://id.biodiversity.org.au/reference/apni/44408","Species","2014-04-22T00:00:00",57100,"NSA  07082",NA,NA,NA,NA
"724","NSABHC0012-58022","NSABHC0012","Eragrostis dielsii",FALSE,"NSA013895","Eragrostis dielsii","Eragrostis dielsii Pilg.","Plantae","https://id.biodiversity.org.au/name/apni/245063","Poaceae","Eragrostis","dielsii","NA","NA","accepted","Equisetopsida","Eragrostis dielsii","Pilg.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-15T09:49:34",58022,"NSA013896",NA,NA,NA,NA
"725","NSABHC0012-58022","NSABHC0012","Maireana georgei",FALSE,"NSA013883","Maireana georgei","Maireana georgei (Diels) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191862","Chenopodiaceae","Maireana","georgei","NA","NA","accepted","Equisetopsida","Maireana georgei","(Diels) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-15T09:49:34",58022,"NSA013884",NA,NA,NA,NA
"726","NSABHC0023-57099","NSABHC0023","Eragrostis parviflora",FALSE,"NSA07030","Eragrostis parviflora","Eragrostis parviflora (R.Br.) Trin.","Plantae","https://id.biodiversity.org.au/name/apni/205008","Poaceae","Eragrostis","parviflora","NA","NA","accepted","Equisetopsida","Eragrostis parviflora","(R.Br.) Trin.","https://id.biodiversity.org.au/reference/apni/44408","Species","2014-04-21T00:00:00",57099,"NSA  07031",NA,NA,NA,NA
"727","NSABHC0024-57100","NSABHC0024","Eragrostis setifolia",FALSE,"NSA07146","Eragrostis setifolia","Eragrostis setifolia Nees","Plantae","https://id.biodiversity.org.au/name/apni/240030","Poaceae","Eragrostis","setifolia","NA","NA","accepted","Equisetopsida","Eragrostis setifolia","Nees","https://id.biodiversity.org.au/reference/apni/44899","Species","2014-04-22T00:00:00",57100,"NSA  07147",NA,NA,NA,NA
"728","NSABHC0014-53609","NSABHC0014","Eragrostis setifolia",FALSE,"NSA05723","Eragrostis setifolia","Eragrostis setifolia Nees","Plantae","https://id.biodiversity.org.au/name/apni/240030","Poaceae","Eragrostis","setifolia","NA","NA","accepted","Equisetopsida","Eragrostis setifolia","Nees","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-21T00:00:00",53609,"NSA05724",NA,NA,NA,NA
"729","NSABHC0012-53607","NSABHC0012","Eragrostis setifolia",FALSE,"NSA05101","Eragrostis setifolia","Eragrostis setifolia Nees","Plantae","https://id.biodiversity.org.au/name/apni/240030","Poaceae","Eragrostis","setifolia","NA","NA","accepted","Equisetopsida","Eragrostis setifolia","Nees","https://id.biodiversity.org.au/reference/apni/44899","Species","2012-09-19T00:00:00",53607,"NSA05102",NA,NA,NA,NA
"730","NSABHC0024-57100","NSABHC0024","Eremophila sturtii",FALSE,"NSA07144","Eremophila sturtii","Eremophila sturtii R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/227684","Scrophulariaceae","Eremophila","sturtii","NA","NA","accepted","Equisetopsida","Eremophila sturtii","R.Br.","https://id.biodiversity.org.au/reference/apni/44598","Species","2014-04-22T00:00:00",57100,"NSA  07145",NA,NA,NA,NA
"731","NSABHC0014-53609","NSABHC0014","Eremophila sturtii",FALSE,"NSA05617","Eremophila sturtii","Eremophila sturtii R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/227684","Scrophulariaceae","Eremophila","sturtii","NA","NA","accepted","Equisetopsida","Eremophila sturtii","R.Br.","https://id.biodiversity.org.au/reference/apni/44598","Species","2012-09-21T00:00:00",53609,"NSA05618",NA,NA,NA,NA
"732","NSABHC0012-58022","NSABHC0012","Erodium crinitum",FALSE,"NSA013827","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2016-09-15T09:49:34",58022,NA,NA,NA,NA,NA
"733","NSABHC0013-53608","NSABHC0013","Eriochiton sclerolaenoides",FALSE,"NSA05505","Eriochiton sclerolaenoides","Eriochiton sclerolaenoides (F.Muell.) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/244976","Chenopodiaceae","Eriochiton","sclerolaenoides","NA","NA","accepted","Equisetopsida","Eriochiton sclerolaenoides","(F.Muell.) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-20T00:00:00",53608,"NSA05506",NA,NA,NA,NA
"734","NSABHC0028-58027","NSABHC0028","Erodium aureum",FALSE,"NSA013469","Erodium aureum","Erodium aureum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/223526","Geraniaceae","Erodium","aureum","NA","NA","accepted","Equisetopsida","Erodium aureum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2016-09-12T13:10:42",58027,"NSA013470",NA,NA,NA,NA
"735","NSABHC0009-58026","NSABHC0009","Erodium carolinianum",FALSE,"NSA013551","Erodium carolinianum","Erodium carolinianum Aldasoro, Aedo, C.Navarro & L.Sáez","Plantae","https://id.biodiversity.org.au/name/apni/90608","Geraniaceae","Erodium","carolinianum","NA","NA","accepted","Equisetopsida","Erodium carolinianum","Aldasoro, Aedo, C.Navarro & L.Sáez","https://id.biodiversity.org.au/reference/apni/48872","Species","2016-09-13T11:11:06",58026,"NSA013552",NA,NA,NA,NA
"736","NSABHC0009-53604","NSABHC0009","Erodium cicutarium",FALSE,"NSA01461","Erodium cicutarium","Erodium cicutarium (L.) L'Hér.","Plantae","https://id.biodiversity.org.au/name/apni/214957","Geraniaceae","Erodium","cicutarium","NA","NA","accepted","Equisetopsida","Erodium cicutarium","(L.) L'Hér.","https://id.biodiversity.org.au/reference/apni/48872","Species","2012-09-03T00:00:00",53604,"not collected",NA,NA,NA,NA
"737","NSABHC0012-53607","NSABHC0012","Erodium crinitum",FALSE,"NSA05200","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2012-09-19T00:00:00",53607,"NSA05201",NA,NA,NA,NA
"738","NSABHC0011-53606","NSABHC0011","Erodium crinitum",FALSE,"NSA01922","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2012-09-18T00:00:00",53606,"NSA01923",NA,NA,NA,NA
"739","NSABHC0024-57100","NSABHC0024","Erodium crinitum",FALSE,"NSA07174","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2014-04-22T00:00:00",57100,"NSA  07175",NA,NA,NA,NA
"740","NSABHC0009-58026","NSABHC0009","Erodium crinitum",FALSE,"NSA013653","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2016-09-13T11:11:06",58026,"NSA013654",NA,NA,NA,NA
"741","NSABHC0012-58022","NSABHC0012","Erodium crinitum",FALSE,"NSA013841","Erodium crinitum","Erodium crinitum Carolin","Plantae","https://id.biodiversity.org.au/name/apni/243785","Geraniaceae","Erodium","crinitum","NA","NA","accepted","Equisetopsida","Erodium crinitum","Carolin","https://id.biodiversity.org.au/reference/apni/48872","Species","2016-09-15T09:49:34",58022,NA,NA,NA,NA,NA
"742","NSABHC0029-58028","NSABHC0029","Eucalyptus camaldulensis subsp. arida",FALSE,"NSA013289","Eucalyptus camaldulensis subsp. arida","Eucalyptus camaldulensis subsp. arida Brooker & M.W.McDonald","Plantae","https://id.biodiversity.org.au/name/apni/243878","Myrtaceae","Eucalyptus","camaldulensis","subsp.","arida","accepted","Equisetopsida","Eucalyptus camaldulensis","Brooker & M.W.McDonald","https://id.biodiversity.org.au/reference/apni/48613","Subspecies","2016-09-12T15:35:12",58028,"NSA013290","NSA013742","NSA013741","NSA013744","NSA013743"
"743","NSABHC0028-58027","NSABHC0028","Eucalyptus gillii",FALSE,"NSA013487","Eucalyptus gillii","Eucalyptus gillii Maiden","Plantae","https://id.biodiversity.org.au/name/apni/240025","Myrtaceae","Eucalyptus","gillii","NA","NA","accepted","Equisetopsida","Eucalyptus gillii","Maiden","https://id.biodiversity.org.au/reference/apni/42942","Species","2016-09-12T13:10:42",58027,"NSA013488","NSA013695","NSA013696","NSA013698","NSA013697"
"744","NSABHC0013-53608","NSABHC0013","Marrubium vulgare",FALSE,"NSA05443","Marrubium vulgare","Marrubium vulgare L.","Plantae","https://id.biodiversity.org.au/name/apni/205472","Lamiaceae","Marrubium","vulgare","NA","NA","accepted","Equisetopsida","Marrubium vulgare","L.","https://id.biodiversity.org.au/reference/apni/46762","Species","2012-09-20T00:00:00",53608,"NSA05444",NA,NA,NA,NA
"745","NSABHC0029-58028","NSABHC0029","Euphorbia dallachyana",TRUE,"NSA013373","Euphorbia dallachyana","Euphorbia dallachyana Baill.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Euphorbiaceae","Euphorbia","dallachyana","NA","NA","accepted","Equisetopsida","Euphorbia dallachyana","Baill.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2016-09-12T15:35:12",58028,"NSA013374",NA,NA,NA,NA
"746","NSABHC0012-53607","NSABHC0012","Euphorbia drummondii",FALSE,"NSA05165","Euphorbia drummondii","Euphorbia drummondii Boiss.","Plantae","https://id.biodiversity.org.au/name/apni/206450","Euphorbiaceae","Euphorbia","drummondii","NA","NA","accepted","Equisetopsida","Euphorbia drummondii","Boiss.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2012-09-19T00:00:00",53607,"NSA05166",NA,NA,NA,NA
"747","NSABHC0009-53604","NSABHC0009","Euphorbia stevenii",FALSE,"NSA01469","Euphorbia stevenii","Euphorbia stevenii F.M.Bailey","Plantae","https://id.biodiversity.org.au/name/apni/245063","Euphorbiaceae","Euphorbia","stevenii","NA","NA","accepted","Equisetopsida","Euphorbia stevenii","F.M.Bailey","https://id.biodiversity.org.au/reference/apni/47743","Species","2012-09-03T00:00:00",53604,"NSA01470",NA,NA,NA,NA
"748","NSABHC0009-53604","NSABHC0009","Gnephosis arachnoidea",FALSE,"NSA01584","Gnephosis arachnoidea","Gnephosis arachnoidea Turcz.","Plantae","https://id.biodiversity.org.au/name/apni/245061","Asteraceae","Gnephosis","arachnoidea","NA","NA","accepted","Equisetopsida","Gnephosis arachnoidea","Turcz.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01585",NA,NA,NA,NA
"749","NSABHC0012-53607","NSABHC0012","Gnephosis arachnoidea",FALSE,"NSA05125","Gnephosis arachnoidea","Gnephosis arachnoidea Turcz.","Plantae","https://id.biodiversity.org.au/name/apni/245061","Asteraceae","Gnephosis","arachnoidea","NA","NA","accepted","Equisetopsida","Gnephosis arachnoidea","Turcz.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-19T00:00:00",53607,"NSA05126",NA,NA,NA,NA
"750","NSABHC0012-58022","NSABHC0012","Gnephosis arachnoidea",FALSE,"NSA013751","Gnephosis arachnoidea","Gnephosis arachnoidea Turcz.","Plantae","https://id.biodiversity.org.au/name/apni/245061","Asteraceae","Gnephosis","arachnoidea","NA","NA","accepted","Equisetopsida","Gnephosis arachnoidea","Turcz.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-15T09:49:34",58022,"NSA013752",NA,NA,NA,NA
"751","NSABHC0023-57099","NSABHC0023","Goodenia fascicularis",FALSE,"NSA07014","Goodenia fascicularis","Goodenia fascicularis F.Muell. & Tate","Plantae","https://id.biodiversity.org.au/name/apni/202275","Goodeniaceae","Goodenia","fascicularis","NA","NA","accepted","Equisetopsida","Goodenia fascicularis","F.Muell. & Tate","https://id.biodiversity.org.au/reference/apni/42942","Species","2014-04-21T00:00:00",57099,"NSA  07015",NA,NA,NA,NA
"752","NSABHC0013-53608","NSABHC0013","Goodenia fascicularis",FALSE,"NSA05447","Goodenia fascicularis","Goodenia fascicularis F.Muell. & Tate","Plantae","https://id.biodiversity.org.au/name/apni/202275","Goodeniaceae","Goodenia","fascicularis","NA","NA","accepted","Equisetopsida","Goodenia fascicularis","F.Muell. & Tate","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-20T00:00:00",53608,"NSA05448",NA,NA,NA,NA
"753","NSABHC0014-53609","NSABHC0014","Goodenia fascicularis",FALSE,"NSA05613","Goodenia fascicularis","Goodenia fascicularis F.Muell. & Tate","Plantae","https://id.biodiversity.org.au/name/apni/202275","Goodeniaceae","Goodenia","fascicularis","NA","NA","accepted","Equisetopsida","Goodenia fascicularis","F.Muell. & Tate","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-21T00:00:00",53609,"NSA05614",NA,NA,NA,NA
